stimulus_id,stimulus_label,title,dataset_id,composition_id,event_id,chord_id,midi,pc_set,surprisal_rating_mean,surprisal_rating_sd,surprisal_rating_n,surprisal_rating_se,probability,information_content,milne_2011,onset,offset,leman_2000_v1,leman_2000_v2,leman_2000_v3,leman_2000_v4,leman_2000_v5,leman_2000_v6,collins_2014,melody_midi,melody_information_content,melody_entropy,melody_dist,vl_dist,incon
568,id=568_genre=popular_c-id=680_e-id=81_ic_category_1,Little River Band: Happy Anniversary,2,680,76,1,57 61 64 66 67 71,1 4 6 7 9 11,NA,NA,0,NA,2.3835641417645e-4,12.0345919306636,NA,0,1,2.2209021957318473,2.1843896526993194,2.1644973698907006,3.8659333074236484,3.6834509859623883,3.594102055380874,-22847.073902203465,71,5.4594316,5.45943,NA,NA,0.3872785706780715
568,id=568_genre=popular_c-id=680_e-id=81_ic_category_1,Little River Band: Happy Anniversary,2,680,77,2,52 62 67 71,2 4 7 11,NA,NA,0,NA,0.00738212074342583,7.08174894988037,0.23634071927022693,1,2,1.2725230120348379,1.2075039911466652,1.1723951646848485,2.4293136231500405,2.2308185450979985,2.1340375725335425,-78241.0445072334,71,1.9198506,3.3088768,0,9,1.5701763631047607
568,id=568_genre=popular_c-id=680_e-id=81_ic_category_1,Little River Band: Happy Anniversary,2,680,78,3,57 61 64 66 67 71,1 4 6 7 9 11,NA,NA,0,NA,0.0242485174448438,5.36595964620097,0.23634071927022693,2,3,1.4895379894396266,1.4818543902275543,1.4822303388367875,2.8857763118080726,2.7441793898785036,2.6781269725618393,-92659.44803381896,71,1.5797431,3.2190487,0,9,0.3872785706780715
568,id=568_genre=popular_c-id=680_e-id=81_ic_category_1,Little River Band: Happy Anniversary,2,680,79,4,52 62 67 71,2 4 7 11,NA,NA,0,NA,0.0723840174983691,3.78818500657209,0.23634071927022693,3,4,1.3940583760949485,1.3348276952356122,1.3016584229096004,2.5762429457290184,2.3814937040299964,2.285476292251554,-136680.22864217733,71,1.5182011,3.1752708,0,9,1.5701763631047607
568,id=568_genre=popular_c-id=680_e-id=81_ic_category_1,Little River Band: Happy Anniversary,2,680,80,5,57 61 64 66 67 71,1 4 6 7 9 11,NA,NA,0,NA,0.16160427282421,2.62946275137188,0.23634071927022693,4,5,1.405299392083814,1.3872601178088841,1.3840444495793949,2.6672397738363878,2.52964707984446,2.472683154036365,-141683.669284582,71,1.4789811,3.1449442,0,9,0.3872785706780715
568,id=568_genre=popular_c-id=680_e-id=81_ic_category_1,Little River Band: Happy Anniversary,2,680,81,6,52 62 67 71,2 4 7 11,0.167238593299581,1.77715196974273,24,0.362759626770979,0.165700606994496,2.59334920743756,0.23634071927022693,5,6,1.4119868122622061,1.35900971237933,1.3290007497547827,2.5860989542004584,2.4017317190968934,2.312656127539819,-178167.24533426217,71,1.4492489,3.1280174,0,9,1.5701763631047607
568,id=568_genre=popular_c-id=680_e-id=81_ic_category_1,Little River Band: Happy Anniversary,2,680,82,7,57 61 64 66 67 71,1 4 6 7 9 11,NA,NA,0,NA,0.199615414721986,2.32470496196628,0.23634071927022693,6,7,1.3812313632149575,1.3529192908734284,1.344747179099156,2.588291896086849,2.4350083615093223,2.3728885756290294,-176796.28024359554,71,1.4593294,3.1339862,0,9,0.3872785706780715
568,id=568_genre=popular_c-id=680_e-id=81_ic_category_1,Little River Band: Happy Anniversary,2,680,83,8,52 62 67 71,2 4 7 11,NA,NA,0,NA,0.233372761436269,2.09929191102306,0.23634071927022693,7,8,1.416499286282603,1.3671599659278502,1.339392066630646,2.5773391072241174,2.3955417005392645,2.310117487536496,-174654.46060184092,71,1.4424378,3.1202564,0,9,1.5701763631047607
569,id=569_genre=popular_c-id=9_e-id=20_ic_category_1,The J. Geils Band: Just Can't Wait,2,9,15,1,50 66 69,2 6 9,NA,NA,0,NA,0.02889861346189,5.11285591502948,NA,0,1,2.3234972471568334,2.2871024378645304,2.2672406688586597,3.979251143497867,3.795865446419209,3.7059495922822294,-17335.740649154028,69,5.4594316,5.45943,NA,NA,2.0656877301348207
569,id=569_genre=popular_c-id=9_e-id=20_ic_category_1,The J. Geils Band: Just Can't Wait,2,9,16,2,55 62 71,2 7 11,NA,NA,0,NA,0.12411285329418,3.01027556424141,0.4154672127468768,1,2,1.064614349469778,0.9936160115602589,0.9550112646084183,2.1645866501665925,1.9599399446751922,1.8596959848641808,-81469.82485866273,71,2.958382,3.3169882,2,11,2.0832048202913276
569,id=569_genre=popular_c-id=9_e-id=20_ic_category_1,The J. Geils Band: Just Can't Wait,2,9,17,3,50 66 69,2 6 9,NA,NA,0,NA,0.225890448071917,2.14630482818749,0.4154672127468768,2,3,1.3258625769113683,1.3191508325228811,1.3211661697019579,2.630129424042817,2.4919567176060187,2.42959155242856,-91898.19766720783,69,2.2539628,3.2587314,2,11,2.0656877301348207
569,id=569_genre=popular_c-id=9_e-id=20_ic_category_1,The J. Geils Band: Just Can't Wait,2,9,18,4,50 67 71,2 7 11,NA,NA,0,NA,0.0112112963377838,6.47890308630016,0.4154672127468768,3,4,1.124996269188407,1.062944032287825,1.0302735581325926,2.209192090753401,2.022037323910425,1.9345875174714535,-136156.5175828406,71,2.8384633,3.2050636,2,3,1.706307813367976
569,id=569_genre=popular_c-id=9_e-id=20_ic_category_1,The J. Geils Band: Just Can't Wait,2,9,19,5,50 66 69,2 6 9,NA,NA,0,NA,0.561414949705017,0.832860613548277,0.4154672127468768,4,5,1.4115337409966071,1.3665331200488764,1.3464877621286895,2.349000201019699,2.1458512244911336,2.053210816599354,-146906.11245549016,69,1.6087531,3.0631979,2,3,2.0656877301348207
569,id=569_genre=popular_c-id=9_e-id=20_ic_category_1,The J. Geils Band: Just Can't Wait,2,9,20,6,48 64 67,0 4 7,0.100565938644746,0.930075002030159,25,0.186015000406032,0.0448715416187469,4.47805543929033,0.742483976377317,5,6,0.7661699918145729,0.661039801908463,0.6068608905653782,1.6168974741168394,1.3888016727725367,1.283110660442587,-174429.6056806018,67,1.7185165,3.1732585,2,6,2.0469639310114416
569,id=569_genre=popular_c-id=9_e-id=20_ic_category_1,The J. Geils Band: Just Can't Wait,2,9,21,7,50 66 69,2 6 9,NA,NA,0,NA,0.161560835515654,2.62985058278316,0.742483976377317,6,7,1.3181056439977323,1.2936276429619595,1.277935483239209,2.12682618799512,1.8528400708858592,1.7156894444218675,-151195.4094568048,69,2.923542,3.214598,2,6,2.0656877301348207
569,id=569_genre=popular_c-id=9_e-id=20_ic_category_1,The J. Geils Band: Just Can't Wait,2,9,22,8,50 67 71,2 7 11,NA,NA,0,NA,0.101290702928135,3.30342633392709,0.4154672127468768,7,8,1.1186199912871784,1.076416618421576,1.0569907064722068,2.1542372735012414,2.010068867545872,1.944472175994693,-165086.48176834482,71,2.864864,1.852944,2,3,1.706307813367976
570,id=570_genre=popular_c-id=547_e-id=52_ic_category_1,Bob Seger: Like A Rock,2,547,47,1,56 61 65,1 5 8,NA,NA,0,NA,0.00208684797722397,8.90445877783635,NA,0,1,2.774971887292811,2.7428181894992085,2.725299245534576,4.527006384889876,4.346388295884726,4.257975120465936,-36997.74324164368,65,5.4594316,5.45943,NA,NA,1.7438333477610042
570,id=570_genre=popular_c-id=547_e-id=52_ic_category_1,Bob Seger: Like A Rock,2,547,48,2,56 60 63,0 3 8,NA,NA,0,NA,0.221723139952595,2.17316875114695,0.4154672127468768,1,2,1.1155134554408113,1.0465422393454487,1.0093048340179198,2.2297851743510706,2.0306472747919435,1.933678872146378,-142706.63428683562,63,2.3036625,3.2941144,2,3,1.9698301621428136
570,id=570_genre=popular_c-id=547_e-id=52_ic_category_1,Bob Seger: Like A Rock,2,547,49,3,56 61 65,1 5 8,NA,NA,0,NA,0.166173879468344,2.58923446923556,0.4154672127468768,2,3,1.5306429510077681,1.5303446063753559,1.5362810937215794,2.8132487566805495,2.6703167037632567,2.6044135051487904,-216074.69658429324,65,3.0369756,3.2582612,2,3,1.7438333477610042
570,id=570_genre=popular_c-id=547_e-id=52_ic_category_1,Bob Seger: Like A Rock,2,547,50,4,56 60 63,0 3 8,NA,NA,0,NA,0.734969704073354,0.444243312535571,0.4154672127468768,3,4,1.2593375091761712,1.195153207534157,1.1590002276550622,2.382996914180717,2.184269154434846,2.086267907629369,-292530.1879122203,63,1.9720447,3.1370778,2,3,1.9698301621428136
570,id=570_genre=popular_c-id=547_e-id=52_ic_category_1,Bob Seger: Like A Rock,2,547,51,5,49 65 68,1 5 8,NA,NA,0,NA,0.0421612647600814,4.56793804396353,0.4154672127468768,4,5,1.0640153728576005,1.0111572715664587,0.9876020375600082,2.061873246555032,1.8794531244680681,1.7973765926737717,-335516.9715477681,68,4.8471007,3.221059,5,17,2.0563311997216807
570,id=570_genre=popular_c-id=547_e-id=52_ic_category_1,Bob Seger: Like A Rock,2,547,52,6,54 61 70,1 6 10,0.158066922018771,0.90194278567479,24,0.184108300173974,0.0477690836430563,4.38777898799796,0.4154672127468768,5,6,0.8095444373863983,0.7052452114623144,0.6538846339826881,1.5554504838732726,1.3229469459198404,1.218723909344998,-374275.11953746143,70,2.9379752,3.1377885,2,11,2.076375572400971
570,id=570_genre=popular_c-id=547_e-id=52_ic_category_1,Bob Seger: Like A Rock,2,547,53,7,49 65 68,1 5 8,NA,NA,0,NA,0.149778528778148,2.73909727112719,0.4154672127468768,6,7,1.2223332013761046,1.142433775477317,1.0912421679934097,1.9566795271864093,1.644540905033764,1.4926487453542743,-412918.8178408817,68,2.1946084,2.8911667,2,11,2.0563311997216807
570,id=570_genre=popular_c-id=547_e-id=52_ic_category_1,Bob Seger: Like A Rock,2,547,54,8,56 60 63,0 3 8,NA,NA,0,NA,0.123868663521694,3.01311683638291,0.4154672127468768,7,8,0.9091297196508067,0.8872184779262575,0.8891243940040978,1.8334453659144636,1.705158713481597,1.6560700418281575,-360607.70902266906,63,4.416904,3.3599708,5,17,1.9698301621428136
571,id=571_genre=popular_c-id=279_e-id=10_ic_category_1,Dion: Ruby Baby,2,279,5,1,52 68 71,4 8 11,NA,NA,0,NA,0.0289533134311463,5.11012772939633,NA,0,1,2.455283534578216,2.419400571614812,2.399798027247797,4.115075470048886,3.9313249961759857,3.841184416759036,-24554.49701965717,71,5.4594316,5.45943,NA,NA,2.081440370634632
571,id=571_genre=popular_c-id=279_e-id=10_ic_category_1,Dion: Ruby Baby,2,279,6,2,57 61 64 67,1 4 7 9,NA,NA,0,NA,0.0136794194918626,6.19184918133315,0.47059779204242536,1,2,1.1592181744187284,1.0885087773114068,1.0502878708120125,2.263788114737194,2.062798509281953,1.964670948825233,-88010.75499521426,67,5.1200323,3.3088768,4,20,1.2799821658565174
571,id=571_genre=popular_c-id=279_e-id=10_ic_category_1,Dion: Ruby Baby,2,279,7,3,52 68 71,4 8 11,NA,NA,0,NA,0.0675447435971695,3.88801268789752,0.47059779204242536,2,3,1.5321498199486283,1.5299778866938987,1.5343806957021267,2.8546408094965843,2.7160698837034603,2.65260294408249,-149730.97799701671,71,2.586348,3.1275282,4,20,2.081440370634632
571,id=571_genre=popular_c-id=279_e-id=10_ic_category_1,Dion: Ruby Baby,2,279,8,4,59 63 66 69,3 6 9 11,NA,NA,0,NA,0.332574807608863,1.58824920561961,0.3955585085726707,3,4,0.8646050418025666,0.7645459127766976,0.7122644371770684,1.7301678232688162,1.5140073687391176,1.4123652085542848,-175392.56906099152,69,1.8145324,2.3740427,2,16,1.3172339760988332
571,id=571_genre=popular_c-id=279_e-id=10_ic_category_1,Dion: Ruby Baby,2,279,9,5,57 61 64 67,1 4 7 9,NA,NA,0,NA,0.204754293413485,2.2880343913903,0.4851403195070968,4,5,1.2076867664949504,1.149492221778817,1.113177055978859,1.975969912667385,1.7106723719128747,1.5768690371433556,-186914.82677593088,67,1.7643497,3.1666002,2,8,1.2799821658565174
571,id=571_genre=popular_c-id=279_e-id=10_ic_category_1,Dion: Ruby Baby,2,279,10,6,52 68 71,4 8 11,0.0393757062277312,0.968773542417496,24,0.197750071269282,0.660286096687202,0.598836826721988,0.47059779204242536,5,6,1.1814338301815723,1.1733501076194328,1.1852180920851847,2.151585271261431,2.0521103879386575,2.02864542901076,-234486.5905289388,71,3.551742,3.4505002,4,20,2.081440370634632
571,id=571_genre=popular_c-id=279_e-id=10_ic_category_1,Dion: Ruby Baby,2,279,11,7,57 61 64 67,1 4 7 9,NA,NA,0,NA,0.271472857754286,1.88112013236697,0.47059779204242536,6,7,1.353531584815782,1.2779647019310287,1.2355753294642435,2.2695435707228837,2.059761090543673,1.9703316682901089,-262565.9531845655,67,3.103982,2.3890953,4,20,1.2799821658565174
571,id=571_genre=popular_c-id=279_e-id=10_ic_category_1,Dion: Ruby Baby,2,279,12,8,52 68 71,4 8 11,NA,NA,0,NA,0.727522392737136,0.458936440827081,0.47059779204242536,7,8,1.328467723356824,1.27614792938161,1.2577181323249056,2.3240589279610155,2.1087974820794715,2.0217486736410786,-250841.52796551934,71,1.1495645,2.7816403,4,20,2.081440370634632
572,id=572_genre=popular_c-id=331_e-id=23_ic_category_1,James Brown: Baby You're Right,2,331,18,1,50 60 66 69,0 2 6 9,NA,NA,0,NA,0.00467751881609038,7.74004082770577,NA,0,1,2.402675005914488,2.3647150535943435,2.343961212422037,4.0257663224324896,3.8405802538271354,3.7496655701602335,-8917.894940590031,69,5.4594316,5.45943,NA,NA,1.3355918082197396
572,id=572_genre=popular_c-id=331_e-id=23_ic_category_1,James Brown: Baby You're Right,2,331,19,2,57 61 64 67,1 4 7 9,NA,NA,0,NA,0.0172537321611793,5.85694772422968,0.3875483488384631,1,2,1.0585026265610193,0.991379038384762,0.9552107575966022,2.1915786569018527,1.9938653501328192,1.8977500944246355,-53864.262719885315,67,2.308695,3.3169882,2,12,1.2799821658565174
572,id=572_genre=popular_c-id=331_e-id=23_ic_category_1,James Brown: Baby You're Right,2,331,20,3,50 60 66 69,0 2 6 9,NA,NA,0,NA,0.153961203569279,2.69936124052359,0.3875483488384631,2,3,1.4186202838262714,1.4118768373983617,1.413552414098205,2.6938914883338074,2.5478897249923147,2.480836541571808,-105639.18098398652,69,3.0531619,3.3102174,2,12,1.3355918082197396
572,id=572_genre=popular_c-id=331_e-id=23_ic_category_1,James Brown: Baby You're Right,2,331,21,4,57 61 64 67,1 4 7 9,NA,NA,0,NA,0.497367602719285,1.00761555781593,0.3875483488384631,3,4,1.1927869342266042,1.130407866457471,1.095423653862991,2.328736644935735,2.132217127895067,2.035682632287921,-136539.1449980636,67,1.9705803,3.153624,2,12,1.2799821658565174
572,id=572_genre=popular_c-id=331_e-id=23_ic_category_1,James Brown: Baby You're Right,2,331,22,5,50 60 66 69,0 2 6 9,NA,NA,0,NA,0.457444052138676,1.12833279004339,0.3875483488384631,4,5,1.3189848846056058,1.2991108065637944,1.2958698984793848,2.4644554224841704,2.3191722310575176,2.2591788814175717,-175127.41816759284,69,2.293002,3.1999187,2,12,1.3355918082197396
572,id=572_genre=popular_c-id=331_e-id=23_ic_category_1,James Brown: Baby You're Right,2,331,23,6,55 62 65 71,2 5 7 11,0.363175966053859,1.08808362750619,25,0.217616725501237,0.109184420357113,3.19516108365767,0.3875483488384631,5,6,0.7824086198781621,0.6739252546425911,0.6191303290794409,1.5936614401029732,1.3676392732810785,1.2657432340488766,-183696.0218338292,71,2.1080992,3.0106852,2,10,1.3452853001346006
572,id=572_genre=popular_c-id=331_e-id=23_ic_category_1,James Brown: Baby You're Right,2,331,24,7,52 62 68 71,2 4 8 11,NA,NA,0,NA,0.005708236319914,7.45273922130767,0.4159882177121712,6,7,0.9885313851011331,0.8095769416232661,0.7103147617877962,1.5177948900716691,1.1894864809667602,1.030501440922803,-187508.11249990898,71,2.4215136,3.057695,0,6,1.3638813691477671
572,id=572_genre=popular_c-id=331_e-id=23_ic_category_1,James Brown: Baby You're Right,2,331,25,8,55 62 65 71,2 5 7 11,NA,NA,0,NA,0.0612956940993754,4.0280704587569804,0.4159882177121712,7,8,1.3758747255936417,1.1519483691506622,1.001064605424436,1.9146919800532762,1.4575857632007267,1.22097390036647,-168122.06564939092,71,1.381699,2.2095883,0,6,1.3452853001346006
573,id=573_genre=popular_c-id=200_e-id=54_ic_category_1,Cyndi Lauper: All Through The Night,2,200,49,1,53 60 68,0 5 8,NA,NA,0,NA,0.00659508124890859,7.2443938516181,NA,0,1,2.2799409829397965,2.239676615371511,2.217659496065145,3.852492308039105,3.6659833416993233,3.5743814470471285,-35262.32472197989,68,5.4594316,5.45943,NA,NA,1.8541011070764104
573,id=573_genre=popular_c-id=200_e-id=54_ic_category_1,Cyndi Lauper: All Through The Night,2,200,50,2,48 63 67,0 3 7,NA,NA,0,NA,0.0233445452758262,5.42077070291661,0.4154672127468768,1,2,1.0312337671251202,0.957820620125136,0.9179209387750655,2.1262517827659564,1.921376124604273,1.8210780469634076,-125982.97887416783,67,3.784535,3.3115416,1,9,1.8950707383742733
573,id=573_genre=popular_c-id=200_e-id=54_ic_category_1,Cyndi Lauper: All Through The Night,2,200,51,3,49 65 68,1 5 8,NA,NA,0,NA,0.0330861368473175,4.91762933803295,0.7487107997969576,2,3,0.9506358671256917,0.8815488469424034,0.8452438918208534,1.8955439926913706,1.6860494679109947,1.584356126990148,-148961.8700617194,68,2.6178203,2.4002454,1,4,2.0563311997216807
573,id=573_genre=popular_c-id=200_e-id=54_ic_category_1,Cyndi Lauper: All Through The Night,2,200,52,4,58 61 65,1 5 10,NA,NA,0,NA,0.0255640739675223,5.28973842295817,0.2416037146342056,3,4,1.248661829992369,1.1015652230865074,1.0192811016559638,1.869517230377112,1.5881173341832637,1.4472865400721353,-205537.83299333908,65,3.5745733,3.360653,3,16,1.8448918299241375
573,id=573_genre=popular_c-id=200_e-id=54_ic_category_1,Cyndi Lauper: All Through The Night,2,200,53,5,51 67 70,3 7 10,NA,NA,0,NA,0.0472064257334711,4.40487293733076,0.49617242880467816,4,5,0.8755289543539189,0.7976832267201548,0.7549816209059469,1.729170539998892,1.481530064966082,1.3537595872429995,-232323.91753887496,70,4.956439,3.085702,5,18,2.0738163148169737
573,id=573_genre=popular_c-id=200_e-id=54_ic_category_1,Cyndi Lauper: All Through The Night,2,200,54,6,56 60 63,0 3 8,-0.314088280899752,0.848464211960337,24,0.173192032026288,0.181379933958309,2.46291323538312,0.4154672127468768,5,6,0.9859950558072899,0.9156246233936669,0.8882142039854498,1.6694753311642636,1.4561181408077482,1.3594988087052526,-211431.0458128477,63,2.8450515,2.6722693,7,19,1.9698301621428136
573,id=573_genre=popular_c-id=200_e-id=54_ic_category_1,Cyndi Lauper: All Through The Night,2,200,55,7,53 60 68,0 5 8,NA,NA,0,NA,0.0398487640456111,4.64932121167993,0.2416037146342056,6,7,1.056962177092646,0.972008552128222,0.9407904979750954,1.6966322334811101,1.4682396208389537,1.3765313147751173,-272671.9966971713,68,3.007831,2.6909258,5,8,1.8541011070764104
573,id=573_genre=popular_c-id=200_e-id=54_ic_category_1,Cyndi Lauper: All Through The Night,2,200,56,8,49 65 68,1 5 8,NA,NA,0,NA,0.110676632645655,3.17557743938773,0.25973985781376796,7,8,1.026619496662105,0.9632211909251118,0.9367685260535282,1.7612553237979878,1.5415862361466794,1.4500425352435928,-287717.0468056726,68,2.1497607,3.1685224,0,9,2.0563311997216807
574,id=574_genre=popular_c-id=694_e-id=12_ic_category_1,Blondie: Island Of Lost Souls,2,694,7,1,57 61 64,1 4 9,NA,NA,0,NA,0.0288772042070352,5.11392511762904,NA,0,1,2.770704153008056,2.740233186595306,2.723659596775637,4.5513874578169,4.372222841592315,4.28463242509007,-22783.115047670417,64,5.4594316,5.45943,NA,NA,1.98256825909415
574,id=574_genre=popular_c-id=694_e-id=12_ic_category_1,Blondie: Island Of Lost Souls,2,694,8,2,50 66 69,2 6 9,NA,NA,0,NA,0.119555941478761,3.06424226656138,0.4154672127468768,1,2,1.0501471802467852,0.9773046740296333,0.9379013833764174,2.1615868277693537,1.9591627611100078,1.860337106380643,-80901.1679082509,69,4.4960184,3.271069,5,17,2.0656877301348207
574,id=574_genre=popular_c-id=694_e-id=12_ic_category_1,Blondie: Island Of Lost Souls,2,694,9,3,59 63 66,3 6 11,NA,NA,0,NA,0.00753497940459454,7.05218071616081,0.6001849316853374,2,3,1.1752241235464955,1.0585985222535932,0.9933104272786909,1.9307672799382476,1.677180956343001,1.5496615049227618,-101453.84642999574,66,3.971644,3.295009,3,15,2.006248959411269
574,id=574_genre=popular_c-id=694_e-id=12_ic_category_1,Blondie: Island Of Lost Souls,2,694,10,4,55 62 71,2 7 11,NA,NA,0,NA,0.0758905045829809,3.71993680279034,0.580018445327582,3,4,0.831725816539534,0.743121833084796,0.694951708815908,1.7019509791125167,1.4633703418123705,1.3434345877396043,-132435.22236956237,71,4.5388594,2.9752965,5,10,2.0832048202913276
574,id=574_genre=popular_c-id=694_e-id=12_ic_category_1,Blondie: Island Of Lost Souls,2,694,11,5,57 61 64,1 4 9,NA,NA,0,NA,0.302357992542774,1.72567037913778,0.742483976377317,4,5,0.9121526049835957,0.8722008654079132,0.8636664373391175,1.679291003147139,1.4966704320880524,1.4192414225017316,-130526.36228838748,64,3.8311949,3.1783652,7,10,1.98256825909415
574,id=574_genre=popular_c-id=694_e-id=12_ic_category_1,Blondie: Island Of Lost Souls,2,694,12,6,50 66 69,2 6 9,0.0826246219967529,1.17131293510545,25,0.23426258702109,0.238522588999644,2.06780219345924,0.4154672127468768,5,6,1.1042926208812263,1.070466260573076,1.0590665479897916,1.931582607542652,1.7689082162501475,1.7096133516262524,-171158.27871124106,69,3.3811414,2.5546947,5,17,2.0656877301348207
574,id=574_genre=popular_c-id=694_e-id=12_ic_category_1,Blondie: Island Of Lost Souls,2,694,13,7,57 61 64 67,1 4 7 9,NA,NA,0,NA,0.00926956368201293,6.75328285181027,0.3955585085726707,6,7,1.2053495471550308,1.1163791740544367,1.071704299179295,2.064046413282512,1.8185697121521187,1.7124897870299405,-185735.97379948487,67,3.2284455,3.2806878,2,16,1.2799821658565174
574,id=574_genre=popular_c-id=694_e-id=12_ic_category_1,Blondie: Island Of Lost Souls,2,694,14,8,50 66 69,2 6 9,NA,NA,0,NA,0.346877041402256,1.52750373812358,0.3955585085726707,7,8,1.2353911840849416,1.1796642638470287,1.1496361225456544,2.2259447884496666,1.9701268527979179,1.8458720343564048,-186578.28853379178,69,4.3925576,2.4081898,2,16,2.0656877301348207
575,id=575_genre=popular_c-id=340_e-id=14_ic_category_1,Peaches and Herb: Shake Your Groove Thing,2,340,9,1,57 60 64 67,0 4 7 9,NA,NA,0,NA,0.00459687959281436,7.7651294068747,NA,0,1,2.5813618946859487,2.549744285265813,2.5325074697138508,4.317489133660153,4.136028508152487,4.047138116428491,-12898.205134439913,67,5.4594316,5.45943,NA,NA,1.5092086978557913
575,id=575_genre=popular_c-id=340_e-id=14_ic_category_1,Peaches and Herb: Shake Your Groove Thing,2,340,10,2,57 62 66 71,2 6 9 11,NA,NA,0,NA,0.00147976033069325,9.40042075591602,0.5046723293635103,1,2,1.1627073589335268,1.0935046293304875,1.055762727968413,2.275466759587421,2.0707646411828033,1.9702976398376648,-53032.26589058635,71,4.831826,3.3045144,4,8,1.3586159701648102
575,id=575_genre=popular_c-id=340_e-id=14_ic_category_1,Peaches and Herb: Shake Your Groove Thing,2,340,11,3,57 61 64,1 4 9,NA,NA,0,NA,0.0579252157032258,4.10966467833427,0.41719039607259767,2,3,1.2490272532277589,1.1853717370494155,1.1511524931986419,2.2175733995989004,2.004349063234535,1.8990816375388426,-77115.37942457068,64,8.243525,2.4022148,7,10,1.98256825909415
575,id=575_genre=popular_c-id=340_e-id=14_ic_category_1,Peaches and Herb: Shake Your Groove Thing,2,340,12,4,57 60 64 67,0 4 7 9,NA,NA,0,NA,0.0255190866078008,5.29227949742659,0.3717336095175956,3,4,1.3666531604067138,1.3342114397037124,1.3239113044011537,2.3052519208662607,2.1359031766948,2.0618372884379372,-126646.23800096594,67,1.0267533,2.4409964,3,4,1.5092086978557913
575,id=575_genre=popular_c-id=340_e-id=14_ic_category_1,Peaches and Herb: Shake Your Groove Thing,2,340,13,5,57 62 66 71,2 6 9 11,NA,NA,0,NA,0.144466876241734,2.79118934928798,0.5046723293635103,4,5,1.1478586384232576,1.1008832467915228,1.0782017290848502,2.1746773110010618,2.0158076305103405,1.9468302618722872,-148241.1918069268,71,2.6596158,2.313832,4,8,1.3586159701648102
575,id=575_genre=popular_c-id=340_e-id=14_ic_category_1,Peaches and Herb: Shake Your Groove Thing,2,340,14,6,57 61 64,1 4 9,-0.187143438306888,0.881284597056847,24,0.179891465080296,0.166943188496234,2.58257086415885,0.41719039607259767,5,6,1.3161557838454598,1.2602304077465756,1.2287090262902416,2.256417585000025,2.048974951814692,1.9471042241467393,-158534.21537895012,64,6.6423664,2.5321925,7,10,1.98256825909415
575,id=575_genre=popular_c-id=340_e-id=14_ic_category_1,Peaches and Herb: Shake Your Groove Thing,2,340,15,7,57 60 64 67,0 4 7 9,NA,NA,0,NA,0.186101456847098,2.42583874568129,0.3717336095175956,6,7,1.3102903670520534,1.261150375432491,1.243234252820485,2.1894815944878476,2.004726172793792,1.9264360819814506,-194134.69597151462,67,0.65634096,1.9802232,3,4,1.5092086978557913
575,id=575_genre=popular_c-id=340_e-id=14_ic_category_1,Peaches and Herb: Shake Your Groove Thing,2,340,16,8,57 62 66 71,2 6 9 11,NA,NA,0,NA,0.22131237333155,2.17584398199948,0.5046723293635103,7,8,1.1383614479950355,1.090152545147561,1.0686664640516166,2.105895005185375,1.935126033225457,1.8655424901086852,-173204.35000349898,71,1.0932899,2.068606,4,8,1.3586159701648102
576,id=576_genre=popular_c-id=470_e-id=139_ic_category_1,Eric Carmen: Hungry Eyes,2,470,134,1,58 62 65,2 5 10,NA,NA,0,NA,0.0290023914011623,5.10768432676363,NA,0,1,2.7369238022513365,2.7000972903987295,2.6799508689038527,4.39282956763398,4.207809428816022,4.116941686776612,-17156.054792168034,65,5.4594316,5.45943,NA,NA,1.9943104278410801
576,id=576_genre=popular_c-id=470_e-id=139_ic_category_1,Eric Carmen: Hungry Eyes,2,470,135,2,48 64 67,0 4 7,NA,NA,0,NA,0.0711347842801673,3.81330099227955,0.742483976377317,1,2,0.8944945642883563,0.8259859256173141,0.7892866130268137,2.037583165859271,1.8436825693557795,1.7499292004586404,-60338.30727018482,67,2.9541285,3.2941144,2,14,2.0469639310114416
576,id=576_genre=popular_c-id=470_e-id=139_ic_category_1,Eric Carmen: Hungry Eyes,2,470,136,3,53 60 69,0 5 9,NA,NA,0,NA,0.270233613932412,1.88772095450436,0.4154672127468768,2,3,1.0115002552942132,0.9102633278327229,0.854710736317643,1.7797759487203197,1.5406495389425103,1.4226582025956762,-89319.97733650231,69,2.2940104,3.2333305,2,11,2.0694038302573015
576,id=576_genre=popular_c-id=470_e-id=139_ic_category_1,Eric Carmen: Hungry Eyes,2,470,137,4,58 62 65,2 5 10,NA,NA,0,NA,0.247970028292834,2.01176233978474,0.4154672127468768,3,4,1.167042423648485,1.1560670622801494,1.1601235713296567,2.150192616546779,1.9825377417409218,1.9060108918478174,-138448.67492685356,65,3.6609244,3.185919,4,11,1.9943104278410801
576,id=576_genre=popular_c-id=470_e-id=139_ic_category_1,Eric Carmen: Hungry Eyes,2,470,138,5,48 64 67,0 4 7,NA,NA,0,NA,0.475020923543912,1.0739370327528,0.742483976377317,4,5,0.9214920480175074,0.872374762598798,0.8486498735439263,1.9465328200301468,1.7927475330621756,1.7285762359542145,-158454.9816911039,67,1.9020505,3.0251424,2,14,2.0469639310114416
