id,label,genre,dataset-id,reduce-harmony,target-chord-position-1-indexed,milne-target,milne-full-seq,h-cpitch-stm-ic,h-cpitch,music-data,c-id,e-id,first-e-id,last-e-id,num-pcs-in-chords,ic,ic-category
192,id=192_genre=classical_c-id=627_e-id=22_ic_category_1,CLASSICAL,1,T,6,0.491289643,"(0.1843951413d0 0.272020256d0 0.0d0 0.3772025661d0 0.491289643d0 0.0d0
 0.088390993d0)",3.4583433,"((57 60 64 66) (52 60 67 69) (52 62 67 71) (59 62 64 67) (53 62 68 71)
 (57 61 62 66) (50 61 66 69) (50 66 69))",#<HARMONIC-SEQUENCE {103A564FE3}>,627,22,17,24,(4 4 4 4 4 4 4 3),9.573838,1
193,id=193_genre=classical_c-id=595_e-id=174_ic_category_1,CLASSICAL,1,T,6,0.2863351795,"(0.5062647126d0 0.5062647126d0 0.3267078289d0 0.5150446574d0 0.2863351795d0
 0.2863351795d0 0.4029451379d0)",2.9014347,"((48 67) (52 60 65 69) (48 67) (53 62 67) (53 60 68) (55 60 63 68) (53 60 68)
 (58 60 67))",#<HARMONIC-SEQUENCE {103A565173}>,595,174,169,176,(2 4 2 3 3 4 3 3),8.482481,1
194,id=194_genre=classical_c-id=785_e-id=129_ic_category_1,CLASSICAL,1,T,6,0.1043687507,"(0.1843951413d0 0.2976272114d0 0.2976272114d0 0.0d0 0.1043687507d0
 0.1043687507d0 0.0d0)",2.9711325,"((58 62 65 67) (53 62 68 70) (58 62 63 67) (56 62 65 70) (53 62 68 70)
 (58 62 65) (53 62 68 70) (50 65 68 70))",#<HARMONIC-SEQUENCE {103A565373}>,785,129,124,131,(4 4 4 4 4 3 4 4),7.943778,1
195,id=195_genre=classical_c-id=1018_e-id=83_ic_category_1,CLASSICAL,1,T,6,0.2976272114,"(0.0d0 0.4484576195d0 0.0871130066d0 0.6272698408d0 0.2976272114d0
 0.4484576195d0 0.4941420868d0)",3.4583433,"((52 61 67 69) (49 64 67 69) (50 65 69) (50 60 65 69) (52 61 68 69)
 (52 62 68 71) (57 60 64) (56 64 71))",#<HARMONIC-SEQUENCE {103A565553}>,1018,83,78,85,(4 4 3 4 4 4 3 3),4.4952707,1
196,id=196_genre=classical_c-id=746_e-id=188_ic_category_1,CLASSICAL,1,T,6,0.2961143015,"(0.3955585127d0 0.2863351795d0 0.2976272114d0 0.2961143015d0 0.2961143015d0
 0.4484576195d0 0.4941420868d0)",3.4583433,"((52 62 68 71) (57 61 64) (50 61 66 69) (50 66 68 71) (49 64 68 71)
 (54 61 64 70) (59 62 66) (58 61 66))",#<HARMONIC-SEQUENCE {103A565733}>,746,188,183,190,(4 3 4 4 4 4 3 3),5.7024894,1
197,id=197_genre=classical_c-id=432_e-id=19_ic_category_1,CLASSICAL,1,T,6,0.9250927432,"(0.5313560754d0 0.9731220386d0 0.9456112244d0 0.2739184703d0 0.9250927432d0
 0.9731220386d0 0.3463305662d0)",2.9370055,((54 62 67 71) (48 67) (59 66) (55 62) (54 62 67 71) (51 70) (50 69) (55 62)),#<HARMONIC-SEQUENCE {103A565883}>,432,19,14,21,(4 2 2 2 4 2 2 2),9.637203,1
198,id=198_genre=classical_c-id=621_e-id=11_ic_category_1,CLASSICAL,1,T,6,0.3955585127,"(0.3875483542d0 0.4484576195d0 0.4154672157d0 0.5696221704d0 0.3955585127d0
 0.3955585127d0 0.3955585127d0)",2.836086,"((55 62 65 71) (48 64 67 70) (53 60 68) (48 63 67) (50 60 66 69) (55 62 71)
 (50 60 66 69) (55 62 71))",#<HARMONIC-SEQUENCE {103A565A53}>,621,11,6,13,(4 4 3 3 4 3 4 3),2.931043,1
199,id=199_genre=classical_c-id=806_e-id=56_ic_category_1,CLASSICAL,1,T,6,0.3284421953,"(0.6153061151d0 0.289336902d0 0.1635332016d0 0.2835411514d0 0.3284421953d0
 0.267809514d0 0.6066733029d0)",3.4583433,"((53 60 63 69) (52 61 69) (59 61 64 68) (52 61 68 69) (49 64 66) (56 61 71)
 (50 66 68 71) (49 64 69))",#<HARMONIC-SEQUENCE {103A565C23}>,806,56,51,58,(4 3 4 4 3 3 4 3),9.26975,1
200,id=200_genre=classical_c-id=645_e-id=140_ic_category_1,CLASSICAL,1,T,6,0.5295023201,"(0.8686701013d0 0.3141562376d0 0.4438607132d0 0.5302153774d0 0.5295023201d0
 0.7159506595d0 0.3933956015d0)",3.4583433,"((48 64 67 71) (49 65 70) (49 63 67 70) (48 63 65) (56 63) (53 60 68) (51 70)
 (58 62 65 68))",#<HARMONIC-SEQUENCE {103A565DC3}>,645,140,135,142,(4 3 4 3 2 3 2 4),6.447792,1
201,id=201_genre=classical_c-id=479_e-id=159_ic_category_1,CLASSICAL,1,T,6,0.4029451379,"(0.2874167659d0 0.0d0 0.6575906531d0 0.1704148442d0 0.4029451379d0
 0.498340002d0 0.504672331d0)",3.4583433,"((50 65 69 70) (50 60 69) (57 60 62) (55 64 71) (59 62 64) (57 60 64)
 (54 62 69 71) (57 60 64 67))",#<HARMONIC-SEQUENCE {103A565F83}>,479,159,154,161,(4 3 3 3 3 3 4 4),5.397906,1
202,id=202_genre=classical_c-id=540_e-id=864_ic_category_1,CLASSICAL,1,T,6,0.414836409,"(0.3955585127d0 0.4171903988d0 0.7018110018d0 0.5873829071d0 0.414836409d0
 0.4171903988d0 0.7018110018d0)",2.4429655,"((48 64 67 70) (53 60 69) (55 62 65 70) (57 60 64) (55 60 70) (53 60 69)
 (55 62 65 70) (57 60 64))",#<HARMONIC-SEQUENCE {103A566143}>,540,864,859,866,(4 3 4 3 3 3 4 3),1.7626923,1
203,id=203_genre=classical_c-id=719_e-id=32_ic_category_1,CLASSICAL,1,T,6,0.3955585127,"(0.3955585127d0 0.2863351795d0 0.4705920409d0 0.3955585127d0 0.3955585127d0
 0.3955585127d0 0.4154672157d0)",2.8251224,"((56 62 65 70) (51 67 70) (56 60 63 67) (58 62 65 68) (58 63 67) (58 62 65 68)
 (58 63 67) (58 62 65))",#<HARMONIC-SEQUENCE {103A566313}>,719,32,27,34,(4 3 4 4 3 4 3 3),2.4897225,1
204,id=204_genre=classical_c-id=525_e-id=340_ic_category_1,CLASSICAL,1,T,6,0.4171903988,"(0.6434166946d0 0.4154672157d0 0.0871130066d0 0.4171903988d0 0.4171903988d0
 0.289336902d0 0.7487108014d0)",3.004653,"((56 62 65 71) (57 61 64) (57 62 66) (57 62 66 71) (57 61 64) (57 62 66 71)
 (59 62 67) (57 61 66))",#<HARMONIC-SEQUENCE {103A5664D3}>,525,340,335,342,(4 3 3 4 3 4 3 3),1.0771791,1
205,id=205_genre=classical_c-id=85_e-id=33_ic_category_1,CLASSICAL,1,T,6,0.4154672157,"(0.4154672157d0 0.1043687507d0 0.3955585127d0 0.0d0 0.4154672157d0
 0.4444694471d0 0.6199404267d0)",2.9370058,"((54 62 69) (57 61 64) (55 61 64 69) (54 62 69) (50 66 69) (57 61 64)
 (54 63 69) (52 61 67 71))",#<HARMONIC-SEQUENCE {103A566683}>,85,33,28,35,(3 3 4 3 3 3 3 4),4.486135,1
206,id=206_genre=classical_c-id=527_e-id=21_ic_category_1,CLASSICAL,1,T,6,0.2134506033,"(0.3602850703d0 0.4154672157d0 0.6224036406d0 0.4806710318d0 0.2134506033d0
 0.5845537964d0 0.4484576195d0)",3.4583433,"((53 62 68 71) (48 65 68) (48 63 67) (53 62 68) (56 60 63 66) (54 60 63 69)
 (55 62 65 71) (51 60 67))",#<HARMONIC-SEQUENCE {103A566853}>,527,21,16,23,(4 3 3 3 4 4 4 3),7.7236047,1
207,id=207_genre=classical_c-id=447_e-id=273_ic_category_1,CLASSICAL,1,T,6,0.414836409,"(0.088390993d0 0.4171903988d0 0.3772025661d0 0.5018508825d0 0.414836409d0
 0.498235044d0 0.5025801494d0)",3.4583433,"((59 62 66 67) (59 62 67) (48 64 67 69) (49 64 67 70) (50 67 71) (50 60 69)
 (50 66 67 71) (55 60 64 69))",#<HARMONIC-SEQUENCE {103A566A33}>,447,273,268,275,(4 3 4 4 3 3 4 4),7.294656,1
208,id=208_genre=classical_c-id=822_e-id=28_ic_category_1,CLASSICAL,1,T,6,0.088390993,"(0.272020256d0 0.2971996481d0 0.2971996481d0 0.4171903988d0 0.088390993d0
 0.088390993d0 0.1043687507d0)",2.943564,"((58 62 65 67) (58 60 63 67) (57 60 63) (58 60 63 67) (58 62 65) (58 62 65 69)
 (58 62 65) (58 62 65 68))",#<HARMONIC-SEQUENCE {103A566C13}>,822,28,23,30,(4 4 3 4 3 4 3 4),5.645608,1
209,id=209_genre=classical_c-id=917_e-id=89_ic_category_1,CLASSICAL,1,T,6,0.0871130066,"(0.0871130066d0 0.4180736692d0 0.1044008226d0 0.3955585127d0 0.0871130066d0
 0.4180736692d0 0.1044008226d0)",3.2129176,"((57 61 64) (57 61 64 66) (59 62 64) (52 62 68 71) (57 61 64) (52 61 66 69)
 (50 64 71) (50 64 68 71))",#<HARMONIC-SEQUENCE {103A566DE3}>,917,89,84,91,(3 4 3 4 3 4 3 4),8.473935,1
210,id=210_genre=classical_c-id=79_e-id=32_ic_category_1,CLASSICAL,1,T,6,0.3955585127,"(0.4154672157d0 0.498340002d0 0.4171903988d0 0.4556727817d0 0.3955585127d0
 0.4154672157d0 0.2863351795d0)",3.2283845,"((57 61 64) (56 64 71) (54 62 69 71) (52 61 69) (51 66 69 71) (52 68 71)
 (57 61 64) (50 61 66 69))",#<HARMONIC-SEQUENCE {103A566FA3}>,79,32,27,34,(3 3 4 3 4 3 3 4),1.0254,1
211,id=211_genre=classical_c-id=749_e-id=135_ic_category_1,CLASSICAL,1,T,6,0.3463305662,"(0.3206284502d0 0.3923670687d0 0.3875483542d0 0.3933956015d0 0.3463305662d0
 0.138726167d0 0.1044008226d0)",3.4583433,"((51 60 67 69) (57 64 67) (48 62 66 69) (57 61 64 67) (50 69) (57 64)
 (55 64 69) (55 61 64 69))",#<HARMONIC-SEQUENCE {103A567153}>,749,135,130,137,(4 3 4 4 2 2 3 4),6.417872,1
212,id=212_genre=classical_c-id=859_e-id=76_ic_category_1,CLASSICAL,1,T,6,0.2863351795,"(0.7487108014d0 0.8180454365d0 0.4937132472d0 0.6224036406d0 0.2863351795d0
 0.0d0 0.4705920409d0)",3.4583433,"((50 65 70) (48 64 69) (58 62 66) (58 64 67) (57 60 65) (57 62 65 70)
 (58 62 65 69) (48 64 67 70))",#<HARMONIC-SEQUENCE {103A567313}>,859,76,71,78,(3 3 3 3 3 4 4 4),7.512868,1
213,id=213_genre=classical_c-id=499_e-id=349_ic_category_1,CLASSICAL,1,T,6,0.0,"(0.4019097516d0 0.4019097516d0 0.4019097516d0 0.4019097516d0 0.0d0
 0.4019097516d0 0.1635332016d0)",2.519628,"((51 66 69 71) (52 61 68 71) (51 66 69 71) (52 61 68 71) (59 63 66 69)
 (51 66 69 71) (49 64 68 71) (51 64 68 71))",#<HARMONIC-SEQUENCE {103A567523}>,499,349,344,351,(4 4 4 4 4 4 4 4),7.2828283,1
214,id=214_genre=classical_c-id=953_e-id=108_ic_category_1,CLASSICAL,1,T,6,0.5150446574,"(0.4341399907d0 0.1392375404d0 0.536957535d0 0.1392375404d0 0.5150446574d0
 0.414836409d0 0.4341399907d0)",3.2018166,((53 60 69) (58 65) (58 62 65) (50 69) (50 65 69) (50 64 71) (57 61 64) (50 69)),#<HARMONIC-SEQUENCE {103A567683}>,953,108,103,110,(3 2 3 2 3 3 3 2),8.4620285,1
215,id=215_genre=classical_c-id=831_e-id=169_ic_category_1,CLASSICAL,1,T,6,0.6434166946,"(0.1843951413d0 0.5845537964d0 0.491289643d0 0.491289643d0 0.6434166946d0
 0.5018508825d0 0.2134506033d0)",3.4583433,"((50 65 67 70) (59 62 65 67) (57 60 63 66) (53 62 69 70) (54 60 63 69)
 (55 62 70) (50 65 68 71) (51 65 68 71))",#<HARMONIC-SEQUENCE {103A567883}>,831,169,164,171,(4 4 4 4 4 3 4 4),4.739298,1
216,id=216_genre=classical_c-id=647_e-id=231_ic_category_1,CLASSICAL,1,T,6,0.4484576195,"(0.2161562518d0 0.2961143015d0 0.2961143015d0 0.4019097516d0 0.4484576195d0
 0.289336902d0 0.681801556d0)",3.2018166,"((49 63 70) (49 65 68 70) (51 61 67 70) (56 61 65 70) (56 60 63 66) (49 64 68)
 (54 61 64 69) (51 61 67 70))",#<HARMONIC-SEQUENCE {103A567A73}>,647,231,226,233,(3 4 4 4 4 3 4 4),4.909857,1
217,id=217_genre=classical_c-id=232_e-id=56_ic_category_1,CLASSICAL,1,T,6,0.4484576195,"(0.4941420868d0 0.4432908674d0 0.263660845d0 0.1043687507d0 0.4484576195d0
 0.7032859628d0 0.7032859628d0)",3.2283845,"((57 61 64) (50 65 69) (57 60 66) (50 66 69) (48 62 66 69) (58 62 67)
 (57 60 66) (55 62 70))",#<HARMONIC-SEQUENCE {103A567C13}>,232,56,51,58,(3 3 3 3 4 3 3 3),3.6197026,1
218,id=218_genre=classical_c-id=138_e-id=22_ic_category_1,CLASSICAL,1,T,6,0.3471784852,"(0.4171903988d0 0.2961143015d0 0.3955585127d0 0.4154672157d0 0.3471784852d0
 0.5756163416d0 0.3875483542d0)",3.2283845,"((50 67 71) (48 64 67 69) (50 60 66 69) (55 62 71) (48 64 67) (52 61 67 71)
 (50 60 66 69) (53 62 67 71))",#<HARMONIC-SEQUENCE {103A567DF3}>,138,22,17,24,(3 4 4 3 3 4 4 4),13.106358,1
219,id=219_genre=classical_c-id=984_e-id=161_ic_category_1,CLASSICAL,1,T,6,0.3141562376,"(0.2416037152d0 0.0d0 0.4941420868d0 0.4941420868d0 0.3141562376d0
 0.3955585127d0 0.088390993d0)",3.2129176,"((55 62 71) (55 64 71) (52 67 71) (51 66 71) (52 67 71) (57 61 64 67)
 (50 66 69) (50 61 66 69))",#<HARMONIC-SEQUENCE {103A567FA3}>,984,161,156,163,(3 3 3 3 3 4 3 4),5.06919,1
220,id=220_genre=classical_c-id=198_e-id=40_ic_category_1,CLASSICAL,1,T,6,0.337278823,"(0.7735217984d0 0.2597398588d0 0.6555519402d0 0.2863351795d0 0.337278823d0
 0.1635332016d0 0.498340002d0)",3.2018166,"((48 62 66 69) (51 67 70) (55 62 70) (53 60 69) (57 62 65 70) (55 62 63 70)
 (48 63 67 70) (53 60 69))",#<HARMONIC-SEQUENCE {103A568173}>,198,40,35,42,(4 3 3 3 4 4 4 3),6.691543,1
221,id=221_genre=classical_c-id=203_e-id=90_ic_category_1,CLASSICAL,1,T,6,0.289336902,"(0.289336902d0 0.4154672157d0 0.2863351795d0 0.1635332016d0 0.289336902d0
 0.4941420868d0 0.2597398588d0)",3.4583433,"((50 64 67 71) (48 64 67) (53 60 69) (58 62 65 69) (58 62 65 67) (50 65 69)
 (57 61 64) (57 60 64))",#<HARMONIC-SEQUENCE {103A568333}>,203,90,85,92,(4 3 3 4 4 3 3 3),9.609226,1
222,id=222_genre=classical_c-id=650_e-id=444_ic_category_1,CLASSICAL,1,T,6,0.1043687507,"(0.088390993d0 0.4941420868d0 0.1043687507d0 0.1043687507d0 0.1043687507d0
 0.0d0 0.4484576195d0)",3.4583433,"((55 60 63 68) (55 60 63) (55 62 71) (53 62 67 71) (50 67 71) (55 62 65 71)
 (50 65 67 71) (48 63 67))",#<HARMONIC-SEQUENCE {103A568503}>,650,444,439,446,(4 3 3 4 3 4 4 3),7.8504806,1
223,id=223_genre=classical_c-id=658_e-id=302_ic_category_1,CLASSICAL,1,T,6,0.3717336095,"(0.9381098156d0 0.536957535d0 0.2597398588d0 0.6551071081d0 0.3717336095d0
 0.3717336095d0 0.4239273102d0)",3.2283845,"((54 60 63) (57 64) (52 61 68) (52 61 69) (54 61 63 70) (54 61 69)
 (54 61 63 70) (56 63))",#<HARMONIC-SEQUENCE {103A568693}>,658,302,297,304,(3 2 3 3 4 3 4 2),9.1634865,1
224,id=224_genre=classical_c-id=813_e-id=63_ic_category_1,CLASSICAL,1,T,6,0.5295023201,"(0.6066733029d0 0.4961724298d0 0.3141562376d0 0.3955585127d0 0.5295023201d0
 0.1392375404d0 0.7032859628d0)",3.4583433,"((52 62 67 70) (53 60 69) (48 63 67) (57 60 63 65) (58 62 65) (55 62)
 (58 62 67) (57 60 66))",#<HARMONIC-SEQUENCE {103A568833}>,813,63,58,65,(4 3 3 4 3 2 3 3),9.193468,1
225,id=225_genre=classical_c-id=936_e-id=41_ic_category_1,CLASSICAL,1,T,6,0.2239615009,"(0.0d0 0.2863351795d0 0.0d0 0.4705920409d0 0.2239615009d0 0.138726167d0
 0.1044008226d0)",3.2018166,"((58 62 65) (53 62 70) (50 63 67 70) (58 62 63 67) (57 60 63 65) (53 60)
 (53 60 63) (57 60 63 65))",#<HARMONIC-SEQUENCE {103A5689F3}>,936,41,36,43,(3 3 4 4 4 2 3 4),9.281195,1
226,id=226_genre=classical_c-id=570_e-id=59_ic_category_1,CLASSICAL,1,T,6,0.2134506033,"(0.3955585127d0 0.088390993d0 0.2976272114d0 0.2134506033d0 0.2134506033d0
 0.3955585127d0 0.088390993d0)",3.4583433,"((52 62 68 71) (57 61 64) (56 61 64 69) (59 62 64 68) (50 65 68 71)
 (56 62 64 71) (49 64 69) (49 64 68 69))",#<HARMONIC-SEQUENCE {103A568BE3}>,570,59,54,61,(4 3 4 4 4 4 3 4),10.101052,1
227,id=227_genre=classical_c-id=578_e-id=256_ic_category_1,CLASSICAL,1,T,6,0.4432908674,"(0.2749705464d0 0.2749705464d0 0.4874497835d0 0.2597398588d0 0.4432908674d0
 0.7032859628d0 0.0d0)",3.4583433,"((57 61 65) (49 64 69) (49 65 69) (50 66 69) (54 61 69) (58 61 64) (59 62 66)
 (50 66 71))",#<HARMONIC-SEQUENCE {103A568D73}>,578,256,251,258,(3 3 3 3 3 3 3 3),11.343083,1
228,id=228_genre=classical_c-id=703_e-id=133_ic_category_1,CLASSICAL,1,T,6,0.2416037152,"(0.2749705464d0 0.088390993d0 0.337278823d0 0.088390993d0 0.2416037152d0
 0.3141562376d0 0.3955585127d0)",3.4583433,"((50 66 70) (50 66 71) (55 62 66 71) (48 64 67 71) (48 64 67) (48 64 69)
 (57 60 62 66) (59 62 67))",#<HARMONIC-SEQUENCE {103A568F33}>,703,133,128,135,(3 3 4 4 3 3 4 3),6.219654,1
229,id=229_genre=classical_c-id=119_e-id=14_ic_category_1,CLASSICAL,1,T,6,0.1043687507,"(0.536946163d0 0.2976272114d0 0.2638903405d0 0.7459405869d0 0.1043687507d0
 0.4484576195d0 0.0871130066d0)",3.2258973,"((54 61 64 70) (54 62 67 71) (52 61 67 71) (59 62 64 68) (54 61 70)
 (54 61 64 70) (59 62 66) (57 62 66 71))",#<HARMONIC-SEQUENCE {103A569123}>,119,14,9,16,(4 4 4 4 3 4 3 4),0.9976219,1
230,id=230_genre=classical_c-id=747_e-id=85_ic_category_1,CLASSICAL,1,T,6,0.3933956015,"(0.1844733827d0 0.7344113305d0 0.1392375404d0 0.1043687507d0 0.3933956015d0
 0.1392375404d0 0.6555519402d0)",3.4583433,"((52 62 68 71) (50 66 68 71) (57 64) (49 64 69) (55 61 64 69) (50 69)
 (54 62 69) (55 64 71))",#<HARMONIC-SEQUENCE {103A5692C3}>,747,85,80,87,(4 4 2 3 4 2 3 3),7.110409,1
231,id=231_genre=classical_c-id=646_e-id=270_ic_category_1,CLASSICAL,1,T,6,0.3875483542,"(0.1635332016d0 0.5705142893d0 0.498340002d0 0.1043687507d0 0.3875483542d0
 0.3490605911d0 0.2874167659d0)",3.2283845,"((51 66 68 71) (51 64 68 71) (58 61 65 68) (51 67 70) (51 61 67 70)
 (56 60 63 66) (51 64 68 71) (54 63 68))",#<HARMONIC-SEQUENCE {103A5694B3}>,646,270,265,272,(4 4 4 3 4 4 4 3),7.0143433,1
232,id=232_genre=classical_c-id=987_e-id=195_ic_category_1,CLASSICAL,1,T,6,0.536946163,"(0.6185894224d0 0.2976272114d0 0.536946163d0 0.2976272114d0 0.536946163d0
 0.2976272114d0 0.491289643d0)",3.4583433,"((48 64 67 71) (54 61 64 70) (59 63 66 70) (52 62 68 71) (57 61 64 68)
 (50 60 66 69) (55 62 66 71) (52 61 67 70))",#<HARMONIC-SEQUENCE {103A5696C3}>,987,195,190,197,(4 4 4 4 4 4 4 4),9.345489,1
233,id=233_genre=classical_c-id=472_e-id=40_ic_category_1,CLASSICAL,1,T,6,0.5455992909,"(0.3955585127d0 0.1392375404d0 0.4266847758d0 0.4154672157d0 0.5455992909d0
 0.0d0 0.5455992909d0)",3.2018166,"((53 60 63 69) (58 62 65) (58 65) (58 63 67) (53 62 70) (52 61 70) (58 61 64)
 (58 62 65))",#<HARMONIC-SEQUENCE {103A569853}>,472,40,35,42,(4 3 2 3 3 3 3 3),12.208485,1
234,id=234_genre=classical_c-id=266_e-id=38_ic_category_1,CLASSICAL,1,T,6,0.2412364053,"(0.3141562376d0 0.6066733029d0 0.4154672157d0 0.414836409d0 0.2412364053d0
 0.3955585127d0 0.5696221704d0)",3.4583433,"((48 64 67) (50 64 67 70) (53 60 69) (52 60 67) (50 65 67) (50 65 69)
 (55 62 64 70) (57 61 64))",#<HARMONIC-SEQUENCE {103A569A03}>,266,38,33,40,(3 4 3 3 3 3 4 3),3.884317,1
235,id=235_genre=classical_c-id=535_e-id=182_ic_category_1,CLASSICAL,1,T,6,0.0965239404,"(0.0d0 0.3955585127d0 0.0d0 0.0965239404d0 0.0965239404d0 0.3955585127d0
 0.5013549427d0)",2.9908779,"((53 60 69) (48 65 69) (48 64 67 70) (55 60 64 70) (52 67 70) (48 64 67 70)
 (53 60 69) (59 60 64 67))",#<HARMONIC-SEQUENCE {103A569BD3}>,535,182,177,184,(3 3 4 4 3 4 3 4),6.728306,1
236,id=236_genre=classical_c-id=889_e-id=162_ic_category_1,CLASSICAL,1,T,6,0.7020003001,"(0.5025801494d0 0.4705920409d0 0.2976272114d0 0.4705920409d0 0.7020003001d0
 0.3197631892d0 0.088390993d0)",3.4583433,"((51 60 67 70) (58 62 65 69) (57 60 63 67) (58 62 63 67) (53 60 63 69)
 (50 66 70) (50 63 67 70) (51 67 70))",#<HARMONIC-SEQUENCE {103A569DC3}>,889,162,157,164,(4 4 4 4 4 3 4 3),11.818588,1
237,id=237_genre=classical_c-id=100_e-id=31_ic_category_1,CLASSICAL,1,T,6,0.2961143015,"(0.5696221704d0 0.4941420868d0 0.2597398588d0 0.5671783003d0 0.2961143015d0
 0.4019097516d0 0.4019097516d0)",3.2018166,"((57 60 63 67) (50 66 69) (55 62 70) (55 62 71) (58 60 63 67) (53 60 63 69)
 (58 62 65 67) (53 60 63 69))",#<HARMONIC-SEQUENCE {103A569FA3}>,100,31,26,33,(4 3 3 3 4 4 4 4),6.417315,1
238,id=238_genre=classical_c-id=900_e-id=8_ic_category_1,CLASSICAL,1,T,6,0.498235044,"(0.3141562376d0 0.3955585127d0 0.6555519402d0 0.6954176322d0 0.498235044d0
 0.6575906531d0 0.2412364053d0)",3.1869042,"((55 64 71) (52 61 67 69) (50 66 69) (55 64 71) (57 61 62 66) (52 67 69)
 (50 66 71) (59 62 64))",#<HARMONIC-SEQUENCE {103A56A153}>,900,8,3,10,(3 4 3 3 4 3 3 3),8.6460085,1
239,id=239_genre=classical_c-id=836_e-id=130_ic_category_1,CLASSICAL,1,T,6,0.0,"(0.3197631892d0 0.2863351795d0 0.4341399907d0 0.4341399907d0 0.0d0
 0.3141562376d0 0.3955585127d0)",3.225897,"((50 66 70) (51 62 67 70) (48 63 67) (50 67) (51 60 67) (48 63 67)
 (53 60 63 69) (58 62 65))",#<HARMONIC-SEQUENCE {103A56A2F3}>,836,130,125,132,(3 4 3 2 3 3 4 3),4.261136,1
240,id=240_genre=classical_c-id=968_e-id=73_ic_category_1,CLASSICAL,1,T,6,0.0,"(0.5013549427d0 0.5670241035d0 0.6555519402d0 0.0d0 0.0d0 0.6555519402d0
 0.2416037152d0)",2.9435642,"((50 66 69) (56 61 64 69) (52 67 71) (50 66 69) (54 62 69) (50 66 69)
 (55 64 71) (55 62 71))",#<HARMONIC-SEQUENCE {103A56A493}>,968,73,68,75,(3 4 3 3 3 3 3 3),2.7375784,1
241,id=241_genre=classical_c-id=440_e-id=430_ic_category_1,CLASSICAL,1,T,6,0.4341399907,"(0.6434166946d0 0.4484576195d0 0.4484576195d0 0.4341399907d0 0.4341399907d0
 0.4432908674d0 0.6199404267d0)",3.1869042,"((58 61 64 67) (56 60 65) (58 60 64 67) (56 60 65) (55 60) (53 60 68)
 (51 60 69) (50 65 67 71))",#<HARMONIC-SEQUENCE {103A56A643}>,440,430,425,432,(4 3 4 3 2 3 3 4),8.154886,1
242,id=242_genre=classical_c-id=995_e-id=165_ic_category_1,CLASSICAL,1,T,6,0.8264867837,"(0.4850609604d0 0.4850609604d0 0.4850609604d0 0.5021106585d0 0.8264867837d0
 0.1392375404d0 0.088390993d0)",2.6852655,"((48 62 69) (59 60 64 67) (48 62 69) (59 60 64 67) (57 66 71) (55 62)
 (59 62 67) (55 62 66 71))",#<HARMONIC-SEQUENCE {103A56A7F3}>,995,165,160,167,(3 4 3 4 3 2 3 4),7.503996,1
243,id=243_genre=classical_c-id=810_e-id=168_ic_category_1,CLASSICAL,1,T,6,0.6149552825,"(0.2572151329d0 0.7779725332d0 0.0965239404d0 0.7425564038d0 0.6149552825d0
 0.7049817917d0 0.289336902d0)",3.4583433,"((55 62 71) (55 62 65) (54 60 63 68) (54 60 63) (52 62 67 71) (52 61 70)
 (53 60 68) (53 61 68 70))",#<HARMONIC-SEQUENCE {103A56A9B3}>,810,168,163,170,(3 3 4 3 4 3 3 4),10.574242,1
244,id=244_genre=classical_c-id=405_e-id=51_ic_category_1,CLASSICAL,1,T,6,0.3955585127,"(0.0871130066d0 0.1843951413d0 0.1843951413d0 0.289336902d0 0.3955585127d0
 0.2976272114d0 0.5025801494d0)",2.9370058,"((50 66 69) (50 66 69 71) (50 60 66 69) (50 66 69 71) (50 67 71) (50 60 66 69)
 (55 62 66 71) (55 60 64 69))",#<HARMONIC-SEQUENCE {103A56ABA3}>,405,51,46,53,(3 4 4 4 3 4 4 4),4.6695623,1
245,id=245_genre=classical_c-id=694_e-id=8_ic_category_1,CLASSICAL,1,T,6,0.0,"(0.3955585127d0 0.2863351795d0 0.4705920409d0 0.3955585127d0 0.0d0
 0.2863351795d0 0.4705920409d0)",2.6325705,"((55 62 65 71) (48 64 67) (53 60 64 69) (55 62 65 71) (52 60 67) (48 64 67)
 (48 64 65 69) (55 62 65 71))",#<HARMONIC-SEQUENCE {103A56AD83}>,694,8,3,10,(4 3 4 4 3 3 4 4),3.0388503,1
246,id=246_genre=classical_c-id=347_e-id=39_ic_category_1,CLASSICAL,1,T,6,0.2597398588,"(0.4171903988d0 0.0d0 0.0871130066d0 0.289336902d0 0.2597398588d0
 0.4444694471d0 0.5764994639d0)",3.225897,"((55 62 64 71) (54 62 69) (50 66 69) (54 62 69 71) (57 61 66) (50 66 69)
 (59 62 68) (57 61 64 66))",#<HARMONIC-SEQUENCE {103A56AF43}>,347,39,34,41,(4 3 3 4 3 3 3 4),0.9694871,1
247,id=247_genre=classical_c-id=554_e-id=250_ic_category_1,CLASSICAL,1,T,6,0.4341399907,"(0.7159506595d0 0.4275536571d0 0.39824444d0 0.4154672157d0 0.4341399907d0
 0.4275536571d0 0.39824444d0)",3.2018166,"((48 64 67) (50 69) (52 62 71) (54 62 69) (55 62 71) (48 67) (48 62 69)
 (48 64 67))",#<HARMONIC-SEQUENCE {103A56B0B3}>,554,250,245,252,(3 2 3 3 3 2 3 3),7.426194,1
